player_id,name,position,team,week,career_stage,role_description,archetype_tags,volatility,trend,health_status,adp_band,ecr_tier,trade_interest,bye_week,playoff_schedule,summary_text
qb1_2025,Trey Rodriguez,QB,MIA,8,veteran,Traditional pocket passer with low week-to-week variance,pocket_qb,Low,Flat,Healthy,Round 7-8,Tier 4,Low,7,Friendly playoff schedule,"Healthy Tier 4 QB in high-volume passing offense, slow tempo with steady usage pattern. Friendly playoff schedule."
qb2_2025,Sam Miller,QB,TB,8,rookie,Traditional pocket passer with mid week-to-week variance,pocket_qb,Mid,Down,Out,Round 7-8,Tier 4,Med,7,Tough playoff matchups,"Out with availability unclear Tier 4 QB in mid-volume passing offense, fast tempo with declining role. Tough playoff matchups."
qb3_2025,Trevor Roberts,QB,NO,8,young breakout,Traditional pocket passer with low week-to-week variance,pocket_qb,Low,Flat,Healthy,Round 9-10,Tier 5,Very High,8,Friendly playoff schedule,"Healthy Tier 5 QB in high-volume passing offense, fast tempo with steady usage pattern. Friendly playoff schedule."
qb4_2025,Lucas Hernandez,QB,KC,8,veteran,Dual-threat QB who adds rushing value with mid week-to-week variance,dual_threat_qb,Mid,Down,Healthy,Round 7-8,Tier 2,Low,5,Friendly playoff schedule,"Healthy Tier 2 QB in low-volume passing offense, mid tempo with declining role. Friendly playoff schedule."
qb5_2025,David Nelson,QB,DAL,8,veteran,Traditional pocket passer with low week-to-week variance,pocket_qb,Low,Up,Healthy,Round 3-4,Tier 2,High,11,Mixed playoff outlook,"Healthy Tier 2 QB in high-volume passing offense, slow tempo with ascending usage trend. Mixed playoff outlook."
qb6_2025,Noah Hall,QB,MIN,8,veteran,Traditional pocket passer with mid week-to-week variance,pocket_qb,Mid,Flat,Questionable,Round 9-10,Tier 5,Med,4,Mixed playoff outlook,"Minor injury concern Tier 5 QB in mid-volume passing offense, mid tempo with steady usage pattern. Mixed playoff outlook."
qb7_2025,Mason Davis,QB,ATL,8,young breakout,Traditional pocket passer with mid week-to-week variance,pocket_qb,Mid,Down,Healthy,Round 3-4,Tier 2,High,9,Mixed playoff outlook,"Healthy Tier 2 QB in low-volume passing offense, fast tempo with declining role. Mixed playoff outlook."
qb8_2025,Lucas Carter,QB,BAL,8,veteran,Dual-threat QB who adds rushing value with low week-to-week variance,dual_threat_qb,Low,Up,Out,Round 9-10,Tier 5,High,12,Friendly playoff schedule,"Out with availability unclear Tier 5 QB in high-volume passing offense, fast tempo with ascending usage trend. Friendly playoff schedule."
qb9_2025,Lucas Hall,QB,LV,8,veteran,Traditional pocket passer with low week-to-week variance,pocket_qb,Low,Flat,Healthy,Round 11+,Tier 3,Med,7,Mixed playoff outlook,"Healthy Tier 3 QB in low-volume passing offense, fast tempo with steady usage pattern. Mixed playoff outlook."
qb10_2025,Jake Green,QB,CHI,8,young breakout,Dual-threat QB who adds rushing value with mid week-to-week variance,dual_threat_qb,Mid,Flat,Healthy,Round 3-4,Tier 1,High,10,Mixed playoff outlook,"Healthy Tier 1 QB in mid-volume passing offense, slow tempo with steady usage pattern. Mixed playoff outlook."
qb11_2025,Logan Holt,QB,DAL,8,veteran,Traditional pocket passer with low week-to-week variance,pocket_qb,Low,Flat,Healthy,Round 1-2,Tier 2,High,10,Friendly playoff schedule,"Healthy Tier 2 QB in high-volume passing offense, fast tempo with steady usage pattern. Friendly playoff schedule."
qb12_2025,Austin Reed,QB,NE,8,veteran,Traditional pocket passer with low week-to-week variance,pocket_qb,Low,Flat,Healthy,Round 1-2,Tier 1,High,6,Tough playoff matchups,"Healthy Tier 1 QB in high-volume passing offense, mid tempo with steady usage pattern. Tough playoff matchups."
qb13_2025,Alex Nelson,QB,LAR,8,veteran,Traditional pocket passer with mid week-to-week variance,pocket_qb,Mid,Flat,Healthy,Round 5-6,Tier 2,High,4,Tough playoff matchups,"Healthy Tier 2 QB in high-volume passing offense, fast tempo with steady usage pattern. Tough playoff matchups."
qb14_2025,Sam Reed,QB,NYG,8,veteran,Traditional pocket passer with low week-to-week variance,pocket_qb,Low,Down,Healthy,Round 3-4,Tier 1,High,5,Mixed playoff outlook,"Healthy Tier 1 QB in low-volume passing offense, fast tempo with declining role. Mixed playoff outlook."
qb15_2025,Ethan Torres,QB,TEN,8,veteran,Dual-threat QB who adds rushing value with mid week-to-week variance,dual_threat_qb,Mid,Down,Healthy,Round 11+,Tier 4,High,8,Tough playoff matchups,"Healthy Tier 4 QB in high-volume passing offense, fast tempo with declining role. Tough playoff matchups."
qb16_2025,Chris Reed,QB,JAX,8,veteran,Dual-threat QB who adds rushing value with low week-to-week variance,dual_threat_qb,Low,Flat,Healthy,Round 3-4,Tier 1,High,4,Mixed playoff outlook,"Healthy Tier 1 QB in mid-volume passing offense, fast tempo with steady usage pattern. Mixed playoff outlook."
qb17_2025,Chris Lee,QB,LAC,8,rookie,Traditional pocket passer with low week-to-week variance,pocket_qb,Low,Flat,Healthy,Round 5-6,Tier 3,High,5,Mixed playoff outlook,"Healthy Tier 3 QB in high-volume passing offense, fast tempo with steady usage pattern. Mixed playoff outlook."
qb18_2025,Sam Foster,QB,HOU,8,rookie,Dual-threat QB who adds rushing value with low week-to-week variance,dual_threat_qb,Low,Up,Healthy,Round 3-4,Tier 2,High,12,Mixed playoff outlook,"Healthy Tier 2 QB in high-volume passing offense, fast tempo with ascending usage trend. Mixed playoff outlook."
qb19_2025,Sean Anderson,QB,DEN,8,veteran,Dual-threat QB who adds rushing value with low week-to-week variance,dual_threat_qb,Low,Down,Questionable,Round 5-6,Tier 4,High,11,Mixed playoff outlook,"Minor injury concern Tier 4 QB in mid-volume passing offense, mid tempo with declining role. Mixed playoff outlook."
qb20_2025,Derek White,QB,MIA,8,veteran,Dual-threat QB who adds rushing value with low week-to-week variance,dual_threat_qb,Low,Up,Healthy,Round 5-6,Tier 3,High,7,Friendly playoff schedule,"Healthy Tier 3 QB in low-volume passing offense, mid tempo with ascending usage trend. Friendly playoff schedule."
qb21_2025,Mason Garcia,QB,NYJ,8,veteran,Dual-threat QB who adds rushing value with mid week-to-week variance,dual_threat_qb,Mid,Flat,Healthy,Round 5-6,Tier 2,Low,12,Mixed playoff outlook,"Healthy Tier 2 QB in high-volume passing offense, mid tempo with steady usage pattern. Mixed playoff outlook."
qb22_2025,Sam Martinez,QB,SF,8,young breakout,Traditional pocket passer with mid week-to-week variance,pocket_qb,Mid,Up,Healthy,Round 3-4,Tier 2,High,10,Friendly playoff schedule,"Healthy Tier 2 QB in high-volume passing offense, fast tempo with ascending usage trend. Friendly playoff schedule."
qb23_2025,David Young,QB,NO,8,veteran,Traditional pocket passer with low week-to-week variance,pocket_qb,Low,Flat,Out,Round 5-6,Tier 3,Very High,4,Tough playoff matchups,"Out with availability unclear Tier 3 QB in high-volume passing offense, fast tempo with steady usage pattern. Tough playoff matchups."
qb24_2025,Nick Turner,QB,DET,8,veteran,Traditional pocket passer with low week-to-week variance,pocket_qb,Low,Flat,Questionable,Round 7-8,Tier 4,High,7,Mixed playoff outlook,"Minor injury concern Tier 4 QB in high-volume passing offense, slow tempo with steady usage pattern. Mixed playoff outlook."
qb25_2025,Caleb Jackson,QB,LAR,8,young breakout,Dual-threat QB who adds rushing value with mid week-to-week variance,dual_threat_qb,Mid,Flat,Questionable,Round 7-8,Tier 4,Med,12,Friendly playoff schedule,"Minor injury concern Tier 4 QB in mid-volume passing offense, mid tempo with steady usage pattern. Friendly playoff schedule."
qb26_2025,Tyler Miller,QB,LAC,8,young breakout,Traditional pocket passer with mid week-to-week variance,pocket_qb,Mid,Up,Healthy,Round 7-8,Tier 4,High,11,Friendly playoff schedule,"Healthy Tier 4 QB in mid-volume passing offense, slow tempo with ascending usage trend. Friendly playoff schedule."
qb27_2025,Tyler Lewis,QB,DAL,8,veteran,Dual-threat QB who adds rushing value with high week-to-week variance,dual_threat_qb,High,Down,Healthy,Round 5-6,Tier 3,High,8,Tough playoff matchups,"Healthy Tier 3 QB in mid-volume passing offense, mid tempo with declining role. Tough playoff matchups."
qb28_2025,Isaiah Campbell,QB,SEA,8,young breakout,Traditional pocket passer with low week-to-week variance,pocket_qb,Low,Flat,Questionable,Round 7-8,Tier 2,High,4,Tough playoff matchups,"Minor injury concern Tier 2 QB in mid-volume passing offense, mid tempo with steady usage pattern. Tough playoff matchups."
qb29_2025,James Jones,QB,NE,8,veteran,Dual-threat QB who adds rushing value with low week-to-week variance,dual_threat_qb,Low,Down,Healthy,Round 5-6,Tier 3,High,12,Friendly playoff schedule,"Healthy Tier 3 QB in high-volume passing offense, slow tempo with declining role. Friendly playoff schedule."
qb30_2025,Caleb Garcia,QB,BAL,8,veteran,Traditional pocket passer with low week-to-week variance,pocket_qb,Low,Down,Questionable,Round 9-10,Tier 4,High,5,Tough playoff matchups,"Minor injury concern Tier 4 QB in mid-volume passing offense, fast tempo with declining role. Tough playoff matchups."
qb31_2025,Devon Miller,QB,NO,8,veteran,Dual-threat QB who adds rushing value with low week-to-week variance,dual_threat_qb,Low,Up,Healthy,Round 3-4,Tier 1,High,12,Mixed playoff outlook,"Healthy Tier 1 QB in high-volume passing offense, fast tempo with ascending usage trend. Mixed playoff outlook."
qb32_2025,James Taylor,QB,DAL,8,young breakout,Traditional pocket passer with high week-to-week variance,pocket_qb,High,Down,Healthy,Round 5-6,Tier 2,High,8,Mixed playoff outlook,"Healthy Tier 2 QB in high-volume passing offense, mid tempo with declining role. Mixed playoff outlook."
qb33_2025,Devon Green,QB,CLE,8,rookie,Traditional pocket passer with low week-to-week variance,pocket_qb,Low,Up,Healthy,Round 9-10,Tier 4,Very High,12,Mixed playoff outlook,"Healthy Tier 4 QB in mid-volume passing offense, slow tempo with ascending usage trend. Mixed playoff outlook."
qb34_2025,Logan Clark,QB,PHI,8,young breakout,Dual-threat QB who adds rushing value with low week-to-week variance,dual_threat_qb,Low,Up,Out,Round 3-4,Tier 1,High,8,Tough playoff matchups,"Out with availability unclear Tier 1 QB in high-volume passing offense, mid tempo with ascending usage trend. Tough playoff matchups."
qb35_2025,Isaiah Lee,QB,CLE,8,veteran,Traditional pocket passer with mid week-to-week variance,pocket_qb,Mid,Up,Healthy,Round 5-6,Tier 4,High,8,Friendly playoff schedule,"Healthy Tier 4 QB in mid-volume passing offense, fast tempo with ascending usage trend. Friendly playoff schedule."
qb36_2025,Lucas Martin,QB,KC,8,veteran,Dual-threat QB who adds rushing value with low week-to-week variance,dual_threat_qb,Low,Flat,IR,Round 3-4,Tier 1,High,8,Mixed playoff outlook,"IR with availability unclear Tier 1 QB in mid-volume passing offense, fast tempo with steady usage pattern. Mixed playoff outlook."
qb37_2025,Jamal Miller,QB,TB,8,veteran,Dual-threat QB who adds rushing value with high week-to-week variance,dual_threat_qb,High,Up,Questionable,Round 11+,Tier 5,Med,9,Mixed playoff outlook,"Minor injury concern Tier 5 QB in high-volume passing offense, mid tempo with ascending usage trend. Mixed playoff outlook."
qb38_2025,Kevin Flores,QB,TB,8,veteran,Traditional pocket passer with mid week-to-week variance,pocket_qb,Mid,Down,Healthy,Round 9-10,Tier 3,Med,5,Tough playoff matchups,"Healthy Tier 3 QB in high-volume passing offense, mid tempo with declining role. Tough playoff matchups."
qb39_2025,Chris Adams,QB,IND,8,young breakout,Dual-threat QB who adds rushing value with mid week-to-week variance,dual_threat_qb,Mid,Flat,Questionable,Round 5-6,Tier 2,High,9,Friendly playoff schedule,"Minor injury concern Tier 2 QB in high-volume passing offense, mid tempo with steady usage pattern. Friendly playoff schedule."
qb40_2025,Cameron Harris,QB,NO,8,veteran,Traditional pocket passer with low week-to-week variance,pocket_qb,Low,Flat,Questionable,Round 1-2,Tier 1,Very High,7,Friendly playoff schedule,"Minor injury concern Tier 1 QB in high-volume passing offense, mid tempo with steady usage pattern. Friendly playoff schedule."
rb1_2025,Michael Walker,RB,LAC,8,rookie,"Committee back sharing touches, high production volatility",standard,High,Up,Healthy,Round 3-4,Tier 2,High,4,Friendly playoff schedule,"Healthy Tier 2 RB in high-volume passing offense, slow tempo with ascending usage trend. Friendly playoff schedule."
rb2_2025,Brian Harris,RB,WAS,8,veteran,"Committee back sharing touches, low production volatility",standard,Low,Up,Healthy,Round 1-2,Tier 2,High,7,Mixed playoff outlook,"Healthy Tier 2 RB in high-volume passing offense, mid tempo with ascending usage trend. Mixed playoff outlook."
rb3_2025,Derek Foster,RB,NYG,8,young breakout,"Committee back sharing touches, high production volatility",standard,High,Down,Questionable,Round 1-2,Tier 1,Very High,4,Friendly playoff schedule,"Minor injury concern Tier 1 RB in mid-volume passing offense, mid tempo with declining role. Friendly playoff schedule."
rb4_2025,Malik Moore,RB,NYJ,8,rookie,"Committee back sharing touches, mid production volatility",standard,Mid,Flat,Healthy,Round 7-8,Tier 3,High,9,Tough playoff matchups,"Healthy Tier 3 RB in high-volume passing offense, mid tempo with steady usage pattern. Tough playoff matchups."
rb5_2025,Jordan Lewis,RB,DEN,8,rookie,"Committee back sharing touches, high production volatility",standard,High,Up,Healthy,Round 5-6,Tier 3,High,12,Tough playoff matchups,"Healthy Tier 3 RB in mid-volume passing offense, mid tempo with ascending usage trend. Tough playoff matchups."
rb6_2025,Trevor Clark,RB,TB,8,rookie,"Committee back sharing touches, mid production volatility",standard,Mid,Up,Healthy,Round 5-6,Tier 3,High,9,Tough playoff matchups,"Healthy Tier 3 RB in mid-volume passing offense, mid tempo with ascending usage trend. Tough playoff matchups."
rb7_2025,Liam Torres,RB,WAS,8,young breakout,"Committee back sharing touches, mid production volatility",standard,Mid,Flat,Questionable,Round 9-10,Tier 4,Low,12,Friendly playoff schedule,"Minor injury concern Tier 4 RB in high-volume passing offense, mid tempo with steady usage pattern. Friendly playoff schedule."
rb8_2025,Alex Mitchell,RB,TEN,8,young breakout,"Committee back sharing touches, mid production volatility",standard,Mid,Flat,Healthy,Round 11+,Tier 3,Low,4,Mixed playoff outlook,"Healthy Tier 3 RB in low-volume passing offense, fast tempo with steady usage pattern. Mixed playoff outlook."
rb9_2025,Sean Adams,RB,CHI,8,young breakout,"Committee back sharing touches, low production volatility",standard,Low,Down,Out,Round 9-10,Tier 5,High,12,Mixed playoff outlook,"Out with availability unclear Tier 5 RB in low-volume passing offense, slow tempo with declining role. Mixed playoff outlook."
rb10_2025,Austin Martin,RB,DET,8,rookie,"Committee back sharing touches, low production volatility",standard,Low,Flat,Healthy,Round 5-6,Tier 4,Very High,7,Friendly playoff schedule,"Healthy Tier 4 RB in low-volume passing offense, mid tempo with steady usage pattern. Friendly playoff schedule."
rb11_2025,Marcus Taylor,RB,SF,8,young breakout,"Committee back sharing touches, low production volatility",standard,Low,Flat,Healthy,Round 5-6,Tier 3,Very High,7,Tough playoff matchups,"Healthy Tier 3 RB in low-volume passing offense, fast tempo with steady usage pattern. Tough playoff matchups."
rb12_2025,Josh Robinson,RB,LAC,8,rookie,"Workhorse RB with heavy workload, mid production volatility",workhorse_rb,Mid,Flat,Healthy,Round 9-10,Tier 5,Med,5,Friendly playoff schedule,"Healthy Tier 5 RB in low-volume passing offense, slow tempo with steady usage pattern. Friendly playoff schedule."
rb13_2025,Ben King,RB,NE,8,young breakout,"Committee back sharing touches, low production volatility",standard,Low,Down,Healthy,Round 5-6,Tier 3,Very High,11,Tough playoff matchups,"Healthy Tier 3 RB in mid-volume passing offense, mid tempo with declining role. Tough playoff matchups."
rb14_2025,Xavier Thompson,RB,ARI,8,young breakout,"Committee back sharing touches, high production volatility",standard,High,Flat,Healthy,Round 7-8,Tier 3,Low,10,Mixed playoff outlook,"Healthy Tier 3 RB in high-volume passing offense, fast tempo with steady usage pattern. Mixed playoff outlook."
rb15_2025,Eric Allen,RB,DAL,8,veteran,"Committee back sharing touches, mid production volatility",standard,Mid,Down,Questionable,Round 3-4,Tier 1,High,7,Mixed playoff outlook,"Minor injury concern Tier 1 RB in high-volume passing offense, mid tempo with declining role. Mixed playoff outlook."
rb16_2025,Noah Taylor,RB,NYG,8,young breakout,"Committee back sharing touches, mid production volatility",standard,Mid,Down,Questionable,Round 9-10,Tier 4,Med,7,Mixed playoff outlook,"Minor injury concern Tier 4 RB in mid-volume passing offense, mid tempo with declining role. Mixed playoff outlook."
rb17_2025,Jake Garcia,RB,NO,8,young breakout,"Committee back sharing touches, mid production volatility",standard,Mid,Flat,Healthy,Round 1-2,Tier 1,High,4,Mixed playoff outlook,"Healthy Tier 1 RB in low-volume passing offense, mid tempo with steady usage pattern. Mixed playoff outlook."
rb18_2025,Malik Carter,RB,MIA,8,veteran,"Committee back sharing touches, low production volatility",standard,Low,Up,Healthy,Round 5-6,Tier 3,Very High,4,Mixed playoff outlook,"Healthy Tier 3 RB in mid-volume passing offense, fast tempo with ascending usage trend. Mixed playoff outlook."
rb19_2025,Matt Hill,RB,LV,8,young breakout,"Committee back sharing touches, mid production volatility",standard,Mid,Up,Out,Round 1-2,Tier 1,High,4,Mixed playoff outlook,"Out with availability unclear Tier 1 RB in high-volume passing offense, fast tempo with ascending usage trend. Mixed playoff outlook."
rb20_2025,Nick Turner,RB,JAX,8,veteran,"Committee back sharing touches, high production volatility",standard,High,Flat,Healthy,Round 1-2,Tier 1,Very High,12,Mixed playoff outlook,"Healthy Tier 1 RB in mid-volume passing offense, mid tempo with steady usage pattern. Mixed playoff outlook."
rb21_2025,Darian Campbell,RB,MIA,8,rookie,"Committee back sharing touches, mid production volatility",standard,Mid,Up,Healthy,Round 5-6,Tier 3,High,11,Friendly playoff schedule,"Healthy Tier 3 RB in high-volume passing offense, fast tempo with ascending usage trend. Friendly playoff schedule."
rb22_2025,Alex Thompson,RB,KC,8,young breakout,"Committee back sharing touches, high production volatility",standard,High,Up,Healthy,Round 3-4,Tier 1,High,10,Mixed playoff outlook,"Healthy Tier 1 RB in high-volume passing offense, slow tempo with ascending usage trend. Mixed playoff outlook."
rb23_2025,Austin Wright,RB,MIA,8,veteran,"Committee back sharing touches, mid production volatility",standard,Mid,Flat,Healthy,Round 9-10,Tier 5,Med,9,Friendly playoff schedule,"Healthy Tier 5 RB in mid-volume passing offense, slow tempo with steady usage pattern. Friendly playoff schedule."
rb24_2025,Marcus Reed,RB,MIA,8,veteran,"Committee back sharing touches, low production volatility",standard,Low,Flat,Healthy,Round 5-6,Tier 3,Very High,6,Friendly playoff schedule,"Healthy Tier 3 RB in high-volume passing offense, fast tempo with steady usage pattern. Friendly playoff schedule."
rb25_2025,Jordan Green,RB,KC,8,young breakout,"Committee back sharing touches, mid production volatility",standard,Mid,Flat,Healthy,Round 9-10,Tier 4,Med,6,Tough playoff matchups,"Healthy Tier 4 RB in high-volume passing offense, fast tempo with steady usage pattern. Tough playoff matchups."
rb26_2025,Jordan Foster,RB,JAX,8,veteran,"Committee back sharing touches, mid production volatility",standard,Mid,Down,Healthy,Round 3-4,Tier 1,High,8,Tough playoff matchups,"Healthy Tier 1 RB in high-volume passing offense, mid tempo with declining role. Tough playoff matchups."
rb27_2025,Nick Roberts,RB,DEN,8,rookie,"Committee back sharing touches, mid production volatility",standard,Mid,Flat,Healthy,Round 3-4,Tier 2,Very High,7,Mixed playoff outlook,"Healthy Tier 2 RB in high-volume passing offense, fast tempo with steady usage pattern. Mixed playoff outlook."
rb28_2025,Xavier Rodriguez,RB,NYJ,8,young breakout,"Committee back sharing touches, mid production volatility",standard,Mid,Down,Healthy,Round 3-4,Tier 1,Very High,5,Tough playoff matchups,"Healthy Tier 1 RB in low-volume passing offense, fast tempo with declining role. Tough playoff matchups."
rb29_2025,Tyler Walker,RB,SEA,8,rookie,"Committee back sharing touches, mid production volatility",standard,Mid,Up,Healthy,Round 7-8,Tier 3,Med,11,Mixed playoff outlook,"Healthy Tier 3 RB in mid-volume passing offense, slow tempo with ascending usage trend. Mixed playoff outlook."
rb30_2025,Caleb Turner,RB,NYG,8,young breakout,"Committee back sharing touches, mid production volatility",standard,Mid,Flat,Healthy,Round 7-8,Tier 4,High,11,Tough playoff matchups,"Healthy Tier 4 RB in high-volume passing offense, fast tempo with steady usage pattern. Tough playoff matchups."
rb31_2025,Lucas Thompson,RB,LAC,8,veteran,"Committee back sharing touches, high production volatility",standard,High,Up,Questionable,Round 1-2,Tier 1,High,7,Tough playoff matchups,"Minor injury concern Tier 1 RB in low-volume passing offense, fast tempo with ascending usage trend. Tough playoff matchups."
rb32_2025,Alex White,RB,MIA,8,young breakout,"Committee back sharing touches, mid production volatility",standard,Mid,Flat,Doubtful,Round 1-2,Tier 2,High,9,Mixed playoff outlook,"Doubtful with availability unclear Tier 2 RB in mid-volume passing offense, mid tempo with steady usage pattern. Mixed playoff outlook."
rb33_2025,Xavier Carter,RB,NYG,8,young breakout,"Committee back sharing touches, mid production volatility",standard,Mid,Flat,Healthy,Round 1-2,Tier 1,High,5,Mixed playoff outlook,"Healthy Tier 1 RB in high-volume passing offense, mid tempo with steady usage pattern. Mixed playoff outlook."
rb34_2025,Josh Flores,RB,LAC,8,young breakout,"Committee back sharing touches, mid production volatility",standard,Mid,Flat,Healthy,Round 1-2,Tier 2,High,11,Friendly playoff schedule,"Healthy Tier 2 RB in high-volume passing offense, mid tempo with steady usage pattern. Friendly playoff schedule."
rb35_2025,Mason Robinson,RB,LAC,8,young breakout,"Committee back sharing touches, mid production volatility",standard,Mid,Up,Doubtful,Round 5-6,Tier 3,High,10,Tough playoff matchups,"Doubtful with availability unclear Tier 3 RB in high-volume passing offense, fast tempo with ascending usage trend. Tough playoff matchups."
rb36_2025,David Carter,RB,LAR,8,rookie,"Committee back sharing touches, mid production volatility",standard,Mid,Up,Healthy,Round 9-10,Tier 3,High,7,Mixed playoff outlook,"Healthy Tier 3 RB in low-volume passing offense, fast tempo with ascending usage trend. Mixed playoff outlook."
rb37_2025,Sam Reed,RB,TEN,8,rookie,"Committee back sharing touches, mid production volatility",standard,Mid,Flat,Healthy,Round 5-6,Tier 4,Very High,12,Mixed playoff outlook,"Healthy Tier 4 RB in mid-volume passing offense, slow tempo with steady usage pattern. Mixed playoff outlook."
rb38_2025,Trevor Martin,RB,LV,8,young breakout,"Workhorse RB with heavy workload, mid production volatility",workhorse_rb,Mid,Up,Questionable,Round 7-8,Tier 4,High,8,Friendly playoff schedule,"Minor injury concern Tier 4 RB in mid-volume passing offense, fast tempo with ascending usage trend. Friendly playoff schedule."
rb39_2025,Noah Carter,RB,HOU,8,young breakout,"Committee back sharing touches, high production volatility",standard,High,Up,Healthy,Round 1-2,Tier 1,High,4,Mixed playoff outlook,"Healthy Tier 1 RB in low-volume passing offense, mid tempo with ascending usage trend. Mixed playoff outlook."
rb40_2025,Eric Allen,RB,DET,8,rookie,"Committee back sharing touches, high production volatility",standard,High,Flat,Healthy,Round 3-4,Tier 1,Very High,11,Friendly playoff schedule,"Healthy Tier 1 RB in mid-volume passing offense, fast tempo with steady usage pattern. Friendly playoff schedule."
rb41_2025,Josh Garcia,RB,NE,8,rookie,"Committee back sharing touches, mid production volatility",standard,Mid,Down,Healthy,Round 1-2,Tier 2,High,5,Friendly playoff schedule,"Healthy Tier 2 RB in mid-volume passing offense, mid tempo with declining role. Friendly playoff schedule."
